,Unique ID,feature_name,Honorees,City,County,State,Side,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status,Latitude,Longitude
509,541,Fort Humbug Confederate Memorial,No specific honoree,Shreveport,Caddo,LA,South,Monument,Monument,Louisiana Army National Guard,2006.0,,Live,32.500120,-93.724500
510,552,Confederate Monument,No specific honoree,St. Francisville,West Feliciana,LA,South,Monument,Courthouse Grounds,Uknown,1903.0,,Live,30.775433,-91.386133
511,558,City of Stonewall,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,DeSoto,LA,South,City,County/Municipality,Uknown,1862.0,,Live,32.273390,-93.816932
512,553,Confederate Monument,No specific honoree,Tallulah,Madison,LA,South,Monument,Courthouse Grounds,Uknown,1890.0,,Live,32.407917,-91.187283
513,5007,Nicholls State University,Francis T. Nicholls,Thibodaux,Lafourche,LA,South,College,Schools,Uknown,1948.0,,Live,29.790300,-90.802700
514,561,P.G.T. Beauregard Hall at Nicholls State University,Pierre Gustave Toutant-Beauregard,Thibodaux,Lafourche,LA,South,Building,Buildings,Uknown,1961.0,,Live,29.790724,-90.802683
515,554,Confederate Monument,No specific honoree,Winnfield,Winn,LA,South,Monument,Courthouse Grounds,Uknown,1926.0,,Live,31.926271,-92.639070
516,5019,"""Maryland, My Maryland"" state song",No specific honoree,Annapolis,Anne Arundel,MD,Border,Song,Song,State of Maryland,1939.0,,Live,38.978841,-76.491103
517,1018,Robert E. Lee Lane,Robert E. Lee,Brentwood,Williamson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,35.992781,-86.822459
518,1061,Confederate Monument,No specific honoree,Brownsville,Haywood,TN,South,Monument,Courthouse Grounds,Uknown,1909.0,,Live,35.593803,-89.262342
519,1087,Forrest High School,Nathan Bedford Forrest,Chapel Hill,Marshall,TN,South,School,Schools,Uknown,,,Live,35.630246,-86.690424
520,1062,Confederate Monument,No specific honoree,Charlotte,Dickson,TN,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,2001.0,,Live,36.178300,-87.339300
521,1848,Alexander P. Stewart Monument,Alexander P. Stewart,Chattanooga,Hamilton,TN,South,Monument,Monument,United Daughters of the Confederacy,1919.0,,Live,35.048924,-85.306949
522,1042,Confederate Monument,No specific honoree,Cleveland,Bradley,TN,South,Monument,Monument,United Daughters of the Confederacy,1910.0,,Live,35.164061,-84.873076
523,3117,Forrest Avenue,Nathan Bedford Forrest,Clifton,Wayne,TN,South,Highway / Roadway,Roads,Uknown,,,Live,35.380144,-87.995363
524,1852,Neuse Street,No specific honoree,Clifton,Wayne,TN,South,Highway / Roadway,Roads,Uknown,,,Live,35.383198,-87.992294
525,1869,Talbot Boys Monument,No specific honoree,Easton,Talbot,MD,Border,Monument,Monument,United Confederate Veterans,1916.0,,Live,38.774897,-76.077266
526,279,Jeff Davis Drive,Jefferson Davis,Fayetteville,Fayette,GA,South,Highway / Roadway,Roads,Uknown,,,Live,33.455532,-84.450244
527,407,Jefferson Davis Historic Site,Jefferson Davis,Fitzgerald,Ben Hill,GA,South,Park,Parks/Trails,Works Progress Administration,1939.0,,Live,31.663301,-83.385854
528,332,Jefferson Davis Monument,Jefferson Davis,Fitzgerald,Ben Hill,GA,South,Monument,Monument,State of Georgia,,,Live,31.664555,-83.386681
529,301,Hood Avenue,John Bell Hood,Forest Park,Clayton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,33.615675,-84.344935
530,302,Wheeler Drive,Joseph Wheeler,Forest Park,Clayton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,33.625451,-84.315452
531,374,Confederate Monument,No specific honoree,Forsyth,Forsyth,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; Ladies Memorial Association,1907.0,,Live,33.034833,-83.938617
532,310,Fort Benning,Henry Lewis Benning,Fort Benning,Chattahoochee,GA,South,Military Base,Buildings,Uknown,1918.0,,Live,32.391385,-84.823100
533,311,Fort Gordon,John Brown Gordon,Fort Gordon,Richmond,GA,South,Military Base,Buildings,Uknown,1917.0,,Live,33.420538,-82.156230
534,263,Forrest Road,Nathan Bedford Forrest,Fort Oglethorpe,Catoosa,GA,South,Highway / Roadway,Roads,Uknown,,,Live,34.945119,-85.250337
535,265,Polk Circle,Leonidas Polk,Fort Oglethorpe,Catoosa,GA,South,Highway / Roadway,Roads,Uknown,,,Live,34.946157,-85.251168
536,3083,Drayton Street,Thomas Fenwick Drayton,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.007458,-80.949576
537,3084,Early Street,Jubal Anderson Early,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.009717,-80.946808
538,3085,Elliot Street,Stephen Elliott,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.008303,-80.948771
539,3087,Ewell Road,Richard Stoddert Ewell,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,33.994957,-80.951345
540,3088,Ferguson Street,Champ Ferguson,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.001273,-80.954199
541,3089,Forest St [sic],Nathan Bedford Forrest,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,33.995980,-80.945691
542,3090,Forney Road,John Horace Forney,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.011567,-80.945531
543,3091,Garnett Street,Richard B. Garnett,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.017756,-80.946658
544,3092,Greene Avenue,Colton Greene,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.008312,-80.945778
545,3093,Gregg Street,John Gregg,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.012545,-80.944941
546,1262,Robert Lee High School,Robert E. Lee,Robert Lee,Coke,TX,South,School,Schools,Uknown,,,Live,31.901829,-100.485443
547,1126,Robert Lee Avenue,Robert E. Lee,Roma,Starr,TX,South,Highway / Roadway,Roads,Uknown,,,Live,26.407148,-98.986983
548,3126,B. F. Terry Boulevard,Benjamin Franklin Terry,Rosenberg,Fort Bend,TX,South,Highway / Roadway,Roads,Uknown,,,Live,29.545822,-95.770571
549,1968,B. F. Terry High School,Benjamin Franklin Terry,Rosenberg,Fort Bend,TX,South,School,Schools,Uknown,1980.0,,Live,29.544048,-95.772942
550,1212,Confederate Monument,No specific honoree,Rusk,Cherokee,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1907.0,,Live,31.795260,-95.150148
551,2176,Dick Dowling Monument,Richard W. Dowling,Sabine Pass,Jefferson,TX,South,Monument,Monument,United Daughters of the Confederacy,1937.0,,Live,29.732017,-93.894400
552,3134,Dowling Road,Richard W. Dowling,Sabine Pass,Jefferson,TX,South,Highway / Roadway,Roads,Uknown,,,Live,29.733138,-93.894056
553,1974,Beauregard Avenue,Pierre Gustave Toutant-Beauregard,San Angelo,Tom Green,TX,South,Highway / Roadway,Roads,Uknown,,,Live,31.451711,-100.463442
554,3143,Reagan Elementary School,John Henninger Reagan,San Angelo,Tom Green,TX,South,School,Schools,Uknown,,,Live,31.478324,-100.444078
555,1263,Robert E. Lee Middle School,Robert E. Lee,San Angelo,Tom Green,TX,South,School,Schools,Uknown,1949.0,,Live,31.450844,-100.470827
556,3044,Evans Road,Clement A. Evans; Nathan George Evans,Charleston,Charleston,South Carolina,South,Roads,Roads,Uknown,,,Live,32.739995,-79.908121
557,3086,Evans Street,Clement A. Evans; Nathan George Evans,Columbia,Richland,South Carolina,South,Roads,Roads,Uknown,,,Live,34.009504,-80.943890
558,1478,Lee Davis High School,Robert E. Lee; Jefferson Davis,Mechanicsville,Hanover,Virginia,South,School,Schools,Uknown,1959.0,,Live,37.612515,-77.340442
559,354,Stone Mountain Confederate Memorial Carving,"Robert E. Lee; Thomas Jonathan ""Stonewall"" Jackson; Jefferson Davis",Stone Mountain,DeKalb,Georgia,South,Monument,Monument,United Daughters of the Confederacy; Stone Mountain Memorial Association,1972.0,,Live,33.806373,-84.145379
560,5053,Comal County Confederate Monument,,New Braunfels,,TX,Not Applicable,Monument,,,,,Live,,
561,5055,Bankhead Train Station (MARTA),,Atlanta,Fulton,GA,Not Applicable,Other,,,1992.0,,Live,,
562,5054,Jefferson Davis Highway,,Elgin,,TX,Not Applicable,Marker,,,1937.0,,Live,,
563,5056,Ashby Train Station (MARTA),,Atlanta,Fulton,GA,Not Applicable,Other,,,,,Live,,
564,5070,George Mason Elementary School,,Church Hill,,VA,Not Applicable,School,Schools,,,2019.0,Live,,
565,5072,Amelia Street Elementary School,,West End,,VA,Not Applicable,School,Schools,,,2019.0,Live,,
566,5071,Greene Elementary School,,Southside,,VA,Not Applicable,School,Schools,,,2019.0,Live,,
567,5069,Venable Street,,Stone Mountain,DeKalb,GA,Not Applicable,Roads,Roads,,,,Live,,
568,5059,Confederate General Marker 1,,Franklin,Williamson,TN,Not Applicable,Marker,Roads,Unknown,1970.0,2019.0,Live,,
569,5061,Confederate General Marker 2,,Franklin,Williamson,TN,Not Applicable,Marker,Roads,,1970.0,2019.0,Live,,
570,5062,Confederate General Marker 3,,Franklin,Williamson,TN,Not Applicable,Marker,Roads,,1970.0,2019.0,Live,,
571,5065,Confederate General Marker 6,,Franklin,Williamson,TN,Not Applicable,Marker,Roads,,1970.0,2019.0,Live,,
572,5063,Confederate General Marker 4,,Franklin,Williamson,TN,Not Applicable,Marker,Roads,,1970.0,2019.0,Live,,
573,5064,Confederate General Marker 5,,Franklin,Williamson,TN,Not Applicable,Marker,Roads,,1970.0,2019.0,Live,,
574,5068,Civil War Plaque 2,,Martha's Vineyard,,MA,Not Applicable,Plaque,Monument,,,2019.0,Live,,
575,5067,Civil War Plaque 1,,Martha's Vineyard,,MA,Not Applicable,Plaque,Monument,,,2019.0,Live,,
576,3158,Stuart Road,"James Ewell Brown ""Jeb"" Stuart",Farmville,Cumberland,VA,South,Highway / Roadway,Roads,Uknown,,,Live,37.310568,-78.380623
577,1373,Virginia Defenders of State Sovereignty Confederate Soldier,No specific honoree,Farmville,Prince Edward,VA,South,Monument,Monument,United Daughters of the Confederacy; Confederate veterans,1900.0,,Live,37.301768,-78.395421
578,1429,Confederate Monument,No specific honoree,Fincastle,Botetourt,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1904.0,,Live,37.499067,-79.878100
579,1430,Confederate Monument,No specific honoree,Floyd,Floyd,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1904.0,,Live,36.911300,-80.320050
580,1364,Fort A.P. Hill,A.P. Hill,Fort A.P. Hill,Caroline,VA,South,Military Base,Buildings,U.S. Army,1941.0,,Live,38.070075,-77.329088
581,1365,Fort Lee,Robert E. Lee,Fort Lee,Prince George,VA,South,Military Base,Buildings,U.S. Army,1917.0,,Live,37.228891,-77.344869
582,1366,Fort Pickett,George Pickett,Fort Pickett,Nottoway,VA,South,Military Base,Buildings,Virginia Army National Guard,1942.0,,Live,37.071821,-77.972664
583,1299,Robert E. Lee Drive,Robert E. Lee,Foster,Mathews,VA,South,Highway / Roadway,Roads,Uknown,,,Live,37.380671,-76.356616
584,1374,Confederate Monument,No specific honoree,Franklin,Franklin City,VA,South,Monument,Monument,United Daughters of the Confederacy,1911.0,,Live,36.681132,-76.935677
585,1375,Confederate Monument,No specific honoree,Fredericksburg,Fredericksburg City,VA,South,Monument,Monument,Sons of Confederate Veterans,2009.0,,Live,38.300283,-77.464133
586,3067,Lee Street,Robert E. Lee,Bishopville,Lee,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.215894,-80.244561
587,985,Monument to the Confederate Dead,No specific honoree,Bishopville,Lee,SC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1913.0,,Live,34.217233,-80.249700
588,913,Robert E Lee Lane,Robert E. Lee,Bluffton,Beaufort,SC,South,Highway / Roadway,Roads,Uknown,,,Live,32.298056,-80.964167
589,954,Confederate War Memorial,No specific honoree,Camden,Kershaw,SC,South,Monument,Monument,Ladies Memorial Association,1883.0,,Live,34.251067,-80.608100
590,3058,Hampton Street,Wade Hampton,Camden,Kershaw,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.254791,-80.606995
591,3059,Lee Court,Robert E. Lee,Camden,Kershaw,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.249905,-80.609430
592,3060,Lee Street,Robert E. Lee,Camden,Kershaw,SC,South,Highway / Roadway,Roads,Uknown,,,Live,34.255607,-80.610707
593,955,Richard Kirkland Memorial Fountain,Richard Kirkland,Camden,Kershaw,SC,South,Monument,Monument,National Humane Alliance,1911.0,,Live,34.247250,-80.601933
594,907,Beauregard Street,Pierre Gustave Toutant-Beauregard,Charleston,Charleston,SC,South,Highway / Roadway,Roads,Uknown,,,Live,32.749859,-79.919643
595,3043,Bonham Drive,Milledge Luke Bonham,Charleston,Charleston,SC,South,Highway / Roadway,Roads,Uknown,,,Live,32.744562,-79.909752
596,563,Robert E. Lee High School,Robert E. Lee,Baton Rouge,East Baton Rouge,LA,South,School,Schools,Uknown,1958.0,,Live,30.404932,-91.150783
597,479,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Baton Rouge,East Baton Rouge,LA,South,Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live,30.457059,-91.186872
598,2127,Taylor Home Monument,Zachary Taylor,Baton Rouge,East Baton Rouge,LA,South,Monument,Government Office Grounds,Uknown,,,Live,30.455467,-91.188067
599,496,Jeff Davis Road,Jefferson Davis,Bell City,Calcasieu,LA,South,Highway / Roadway,Roads,Uknown,,,Live,30.156644,-92.963082
600,525,Judah P. Benjamin Monument,Judah P. Benjamin,Belle Chasse,Plaquemines,LA,South,Monument,Monument,Uknown,1968.0,,Live,29.853380,-89.987986
601,545,Confederate Soldier Monument,No specific honoree,Benton,Bossier,LA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; United Confederate Veterans,1910.0,,Live,32.679583,-93.744149
602,499,Jefferson Davis Drive,Jefferson Davis,Bogalusa,Washington,LA,South,Highway / Roadway,Roads,Uknown,,,Live,30.798216,-89.839282
603,493,Beauregard Place,Pierre Gustave Toutant-Beauregard,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,32.461116,-93.652424
604,495,General Bragg Drive,Braxton Bragg,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,32.463122,-93.653185
605,490,General Ewell Drive,Richard Stoddert Ewell,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,32.464259,-93.651705
606,770,Johnston Drive,Joseph Eggleston Johnston,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.189560,-77.903640
607,2011,Kirby Smith Drive,Edmund Kirby Smith,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.184200,-77.885435
608,771,Pemberton Drive,John C. Pemberton,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.190172,-77.902173
609,765,Pettigrew Drive,James Johnston Pettigrew,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.189167,-77.910861
610,2022,Pickett Drive,George Pickett,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.194469,-77.898478
611,2008,R.L. Honeycutt Drive,R.L. Honeycutt,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.183823,-77.909154
612,774,Robert E. Lee Drive,Robert E. Lee,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.189602,-77.900374
613,2007,Robert Hoke Road,Robert Hoke,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.180794,-77.910263
614,2006,Robert S Garnett Drive,Robert Seldon Garnett,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.179050,-77.895525
615,822,Rose O'Neal Greenhow Monument,Rose O'Neal Greenhow,Wilmington,New Hanover,NC,South,Monument,Monument,Uknown,,,Live,34.234589,-77.945805
616,5008,City of Graceville,H. B. Grace,Graceville,Holmes,FL,South,City,County/Municipality,Uknown,,,Live,30.956918,-85.513461
617,189,General Lee Road,Robert E. Lee,Hilliard,Nassau,FL,South,Highway / Roadway,Roads,Uknown,,,Live,30.727154,-81.983461
618,192,Confederate Point Road,No specific honoree,Jacksonville,Duval,FL,South,Highway / Roadway,Roads,Uknown,,,Live,30.263995,-81.733115
619,191,Confederate Street,No specific honoree,Jacksonville,Duval,FL,South,Highway / Roadway,Roads,Uknown,,,Live,30.333637,-81.651833
620,202,Florida Confederate Soldiers Memorial,No specific honoree,Jacksonville,Duval,FL,South,Monument,Monument,Charles C. Hemming,1898.0,,Live,30.329400,-81.659417
621,188,General Lee Road,Robert E. Lee,Jacksonville,Duval,FL,South,Highway / Roadway,Roads,Uknown,,,Live,30.357625,-81.754951
622,848,Confederate Soldiers Memorial Drinking Fountain,No specific honoree,Lincolntown,Lincoln,NC,South,Monument,Courthouse Grounds,Children of the Confederacy,1911.0,,Live,35.471430,-81.257260
623,805,Confederate Soldiers Monument,No specific honoree,Louisburg,Franklin,NC,South,Monument,Monument,United Daughters of the Confederacy,1914.0,,Live,36.104217,-78.297300
624,849,First Confederate Flag Marker and Monument,No specific honoree,Louisburg,Franklin,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1923.0,,Live,36.098770,-78.300990
625,850,Confederate Soldiers Monument,No specific honoree,Lumberton,Robeson,NC,South,Monument,Courthouse Grounds,Uknown,1907.0,,Live,34.620060,-79.008230
626,745,Beauregard Lane,Pierre Gustave Toutant-Beauregard,Mebane,"Alamance, Orange",NC,South,Highway / Roadway,Roads,Uknown,,,Live,36.087200,-79.275648
627,747,Hill Lane,A.P. Hill,Mebane,"Alamance, Orange",NC,South,Highway / Roadway,Roads,Uknown,,,Live,36.086472,-79.279307
628,748,Pickett Lane,George Pickett,Mebane,"Alamance, Orange",NC,South,Highway / Roadway,Roads,Uknown,,,Live,36.086489,-79.280498
629,746,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Mebane,"Alamance, Orange",NC,South,Highway / Roadway,Roads,Uknown,,,Live,36.085683,-79.276914
630,749,Stuart Lane,"James Ewell Brown ""Jeb"" Stuart",Mebane,"Alamance, Orange",NC,South,Highway / Roadway,Roads,Uknown,,,Live,36.086030,-79.277536
631,816,Confederate Soldiers Monument,No specific honoree,Middletown,Hyde,NC,South,Monument,Monument,Sons of Confederate Veterans,2001.0,,Live,35.478170,-76.012510
632,18,Robert E. Lee Street,Robert E. Lee,Mobile,Mobile,AL,South,Highway / Roadway,Roads,Uknown,,,Live,30.661088,-88.076747
633,20,Van Dorn Street,Earl Van Dorn,Mobile,Mobile,AL,South,Highway / Roadway,Roads,Uknown,,,Live,30.658428,-88.077154
634,16,Confederate Circle,No specific honoree,Monroeville,Monroe,AL,South,Highway / Roadway,Roads,Uknown,,,Live,31.514279,-87.332234
635,15,Robert Lee Street,Robert E. Lee,Monroeville,Monroe,AL,South,Highway / Roadway,Roads,Uknown,,,Live,31.512632,-87.333961
636,17,Stonewall Lane,"Thomas Jonathan ""Stonewall"" Jackson",Monroeville,Monroe,AL,South,Highway / Roadway,Roads,Uknown,,,Live,31.512641,-87.333693
637,9,Alabama Coat of Arms,No specific honoree,Montgomery,Montgomery,AL,South,Flag,Flags,Uknown,1923.0,,Live,32.378097,-86.300535
638,10,Beauregard Street,Pierre Gustave Toutant-Beauregard,Montgomery,Montgomery,AL,South,Highway / Roadway,Roads,Uknown,,,Live,32.369615,-86.285629
639,42,Confederate Memorial Day*,No specific honoree,Montgomery,Montgomery,AL,South,Holiday,Holiday,State of Alabama,,,Live,32.377271,-86.300466
640,90,Confederate Monument,No specific honoree,Montgomery,Montgomery,AL,South,Monument,Government Office Grounds,State of Alabama; Ladies Memorial Association,1898.0,,Live,32.378470,-86.300527
641,3164,Lee Davis Road,Robert E. Lee; Jefferson Davis,Mechanicsville,Hanover,Virginia,South,Roads,Roads,Uknown,,,Live,37.617393,-77.339807
642,5018,Lee-Jackson Elementary School,"Thomas Jonathan ""Stonewall"" Jackson; Jefferson Davis",Mathews,Mathews,Virginia,South,School,Schools,Uknown,,,Live,37.434788,-76.327739
643,477,Jefferson Davis State Historic Site,Jefferson Davis,Fairview,"Christian, Todd",KY,Border,Park,Parks/Trails,Uknown,1957.0,,Live,36.841853,-87.300114
644,434,Confederate Memorial Day and Jefferson Davis Day,Jefferson Davis,Frankfort,Franklin,KY,Border,Holiday,Holiday,Uknown,,,Live,38.186607,-84.874725
645,433,Robert E Lee Day,Robert E. Lee,Frankfort,Franklin,KY,Border,Holiday,Holiday,Uknown,,,Live,38.186775,-84.875745
646,443,Confederate Monument,No specific honoree,Fulton,Fulton,KY,Border,Monument,Monument,United Daughters of the Confederacy,1902.0,,Live,36.512214,-88.880833
647,444,Confederate Monument,No specific honoree,Georgetown,Scott,KY,Border,Monument,Monument,Ladies of Scott County,1888.0,,Live,38.198583,-84.560350
648,447,Confederate Memorial Fountain,No specific honoree,Hopkinsville,Christian,KY,Border,Monument,Monument,United Daughters of the Confederacy,1911.0,,Live,36.867017,-87.488117
649,2193,Jefferson Davis Highway Marker,Jefferson Davis,Hopkinsville,Christian,KY,Border,Monument,Monument,United Daughters of the Confederacy,1935.0,,Live,36.878373,-87.507904
650,450,Confederate Martyrs Monument,No specific honoree,Jeffersontown,Jefferson,KY,Border,Monument,Monument,United Daughters of the Confederacy,1904.0,,Live,38.190197,-85.568989
651,489,General Polk Drive,Leonidas Polk,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,32.458444,-93.651880
652,491,General Sterling Price Place,Sterling Price,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,32.459276,-93.653973
653,492,Jeb Stuart Place,"James Ewell Brown ""Jeb"" Stuart",Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,32.463755,-93.655088
654,494,Kirby Smith Drive,Edmund Kirby Smith,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,32.462034,-93.652532
655,487,Robert E. Lee Boulevard,Robert E. Lee,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,32.457411,-93.654528
656,486,Robert E. Lee Street,Robert E. Lee,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,32.512007,-93.728775
657,507,Beauregard Street,Pierre Gustave Toutant-Beauregard,Chalmette,St. Bernard,LA,South,Highway / Roadway,Roads,Uknown,,,Live,29.937481,-89.963028
658,526,Confederate Monument,No specific honoree,Clinton,East Feliciana,LA,South,Monument,Monument,United Daughters of the Confederacy,1909.0,,Live,30.866039,-91.018424
659,564,Beauregard Alternative School,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,School,Schools,Uknown,,,Live,30.841300,-93.272078
660,480,Beauregard Parish,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,County/Municipality,County/Municipality,Uknown,1913.0,,Live,30.659166,-93.349686
661,572,Jubal Early Court,Jubal Anderson Early,Potomac,Montgomery,MD,Border,Highway / Roadway,Roads,Uknown,,,Live,39.054752,-77.169895
662,579,South Robert E. Lee Street,Robert E. Lee,Battlefield,Greene,MO,Border,Highway / Roadway,Roads,Uknown,,,Live,37.110649,-93.377931
663,582,Missouri State Guard,No specific honoree,Brookline,Greene,MO,Border,Monument,Monument,Sons of Confederate Veterans,2001.0,,Live,37.115938,-93.419182
664,591,Confederate Monument,No specific honoree,Cape Girardeau,Cape Girardeau,MO,Border,Monument,Courthouse Grounds,United Daughters of the Confederacy,1931.0,,Live,37.304985,-89.520074
665,2169,Confederate Soldiers Monument,No specific honoree,Dardenne Prairie,St. Charles,MO,Border,Monument,Monument,Uknown,,,Live,38.773500,-90.768789
666,1842,Stonewall Street,"Thomas Jonathan ""Stonewall"" Jackson",Charlotte,Mecklenburg,NC,South,Highway / Roadway,Roads,Uknown,1869.0,,Live,35.218107,-80.842510
667,2241,Hardee Street,William Joseph Hardee,Atlanta,DeKalb,GA,South,Highway / Roadway,Roads,Uknown,,,Live,33.755412,-84.344366
668,2238,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Atlanta,Fulton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,33.768149,-84.373180
669,1818,Jefferson Davis Highway Marker,Jefferson Davis,Atlanta,DeKalb,GA,South,Monument,Monument,United Daughters of the Confederacy,,,Live,33.771336,-84.320708
670,402,John B. Gordon Statue,John Brown Gordon,Atlanta,Fulton,GA,South,Monument,Government Office Grounds,John B. Brown Monument Association,1907.0,,Live,33.749800,-84.388500
671,408,Joseph E. Brown Middle School,Joseph E. Brown,Atlanta,Fulton,GA,South,School,Schools,Uknown,1924.0,,Live,33.733947,-84.421609
672,2231,Peace Monument,No specific honoree,Atlanta,Fulton,GA,South,Monument,Monument,Old Guard of the Gate City Guard,1911.0,,Live,33.786486,-84.377500
673,238,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Atlanta,Fulton,GA,South,Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live,33.749126,-84.388163
674,315,Augusta Confederate Monument,No specific honoree,Augusta,Richmond,GA,South,Monument,Monument,Ladies Memorial Association of Augusta,1878.0,,Live,33.474967,-81.964350
675,833,Confederate Soldiers Monument,No specific honoree,Clinton,Sampson,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1916.0,,Live,34.997817,-78.323750
676,739,General Lee Lane,Robert E. Lee,Clinton,Sampson,NC,South,Highway / Roadway,Roads,Uknown,,,Live,34.927330,-78.412776
677,1844,Hill Street,A.P. Hill,Charlotte,Mecklenburg,NC,South,Highway / Roadway,Roads,Uknown,1869.0,,Live,35.227609,-80.855395
678,1845,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Charlotte,Mecklenburg,NC,South,Highway / Roadway,Roads,Uknown,,,Live,35.222179,-80.825079
679,784,Jefferson Davis Plaque,Jefferson Davis,Charlotte,Mecklenburg,NC,South,Monument,Monument,Uknown,,,Live,35.226350,-80.844510
680,760,Jefferson Davis Street,Jefferson Davis,Charlotte,Mecklenburg,NC,South,Highway / Roadway,Roads,Uknown,,,Live,35.254812,-80.830276
681,782,Last Meetings of the Confederate Cabinet Marker,No specific honoree,Charlotte,Mecklenburg,NC,South,Monument,Monument,United Daughters of the Confederacy,1915.0,,Live,35.226730,-80.843780
682,724,Forrest County Agricultural High School,Nathan Bedford Forrest,Brooklyn,Forrest,MS,South,School,Schools,Uknown,1911.0,,Live,31.069908,-89.187042
683,725,South Forrest Attendance Center,Nathan Bedford Forrest,Brooklyn,Forrest,MS,South,School,Schools,Uknown,,,Live,31.057054,-89.184587
684,673,Our Heroes Monument,No specific honoree,Brooksville,Noxubee,MS,South,Monument,Monument,Uknown,1911.0,,Live,33.234579,-88.577889
685,605,Confederate Flag,No specific honoree,Carrollton,Carroll,MS,South,Flag,Courthouse Grounds,Uknown,,,Live,33.508198,-89.920411
686,693,Confederate Monument,No specific honoree,Charleston,Tallahatchie,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1913.0,,Live,33.970817,-90.369449
687,694,Confederate Monument,No specific honoree,Cleveland,Bolivar,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1908.0,,Live,33.744383,-90.724067
688,695,Lowndes County Confederate Monument,No specific honoree,Columbus,Lowndes,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1912.0,,Live,33.496567,-88.428267
689,696,Colonel Rogers Statue,William P. Rogers,Corinth,Alcorn,MS,South,Monument,Courthouse Grounds,United Confederate Veterans,1896.0,,Live,34.934916,-88.519355
